가가호호 방문하다 
정권을 찬탈하다
정권이 몰락하다
정권이 쓰러지다
정년을 맞다
정년이 되다
정다운 인사
정다운 친구
정당한 요구
정도를 따르다
정도를 벗어나다
정도를 지키다
정도에 서다
정론을 펴다
정무를 보다
정벌에 나서다
정벌을 벌이다
정보를 주다
정보를 흘리다
정보망을 구축하다
정보전을 벌이다
정복에 나서다
정복을 당하다
정부를 수립하다
정분을 나누다
정분이 나다
정분이 들다
정사를 벌이다
정상에 오르다
정상을 정복하다
정색이 되다
정서가 메마르다
정서가 풍부하다
정서를 함양하다
정설을 뒤엎다
정설을 뒤집다
정설이 되다
정성을 기울이다
정성을 다하다
정성을 들이다
정성을 모으다
정성이 갸륵하다
정성이 들다
정성이 지극하다
정신력을 기르다
정신을 가다듬다
정신을 쏟다
정신을 쓰다
정신을 잃다
정신을 집중하다
정신을 차리다
정신이 나가다
정신이 나다
정신이 돌아오다
정신이 되돌아오다
정신이 빠지다
정신이 산란하다
정신이 있다
정신이 팔리다
정신이 황폐하다
정실로 들어앉다
정에 이끌리다
정열을 기울이다
정열을 바치다
정열을 쏟다
정열을 퍼붓다
정욕에 끌리다
정욕에 사로잡히다
정원에 미달되다
정원이 차다
정을 끊다
정을 느끼다
정을 주고받다
정을 주다
정의를 구현하다
정의를 내리다
정의의 칼
정이 가다
정이 끌리다
정이 들다
정이 떨어지다
정이 많다
정이 붙다
정이 쏠리다
정장을 차려입다
정쟁에 휘말리다
정적을 깨다
정적을 깨뜨리다
정적을 제거하다
정적이 감돌다
정절을 잃다
정절을 지키다
정조를 바치다
정조를 유린하다
정조를 잃다
정조를 지키다
정책을 세우다
정책을 수립하다
정책을 쓰다
정책을 취하다
정책을 펴다
정치를 펴다
정치자금을 받다
정치투쟁을 벌이다
정탐을 나가다
정통을 잇다
정평이 나다
정학을 받다
젖배를 곯다
젖살이 내리다
젖살이 빠지다
젖을 먹이다
젖을 주다
제 맛을 내다
제공을 받다
제기를 차다
제동을 걸다
제동이 걸리다
제례를 지내다
제를 지내다
제보를 받다
제비를 뽑다
제사를 드리다
제사를 모시다
제사를 잡수시다
제사를 지내다
제사를 집전하다
제스처를 쓰다
제스처를 취하다
제안에 응하다
제안을 받다
제안을 받아들이다
제안이 먹히다
제약을 가하다
제약을 받다
제약을 주다
제약이 있다
제의를 받다
제자로 삼다
제자를 양성하다
제자리를 지키다
제재를 받다
제적을 당하다
제정신이 들다
제지를 당하다
제지를 받다
제철을 만나다
제청을 받다
제한을 가하다
제한을 두다
제한을 받다
제한을 풀다
제한이 있다
제한이 풀리다
제호를 붙이다
제휴를 맺다
조각이 나다
조건을 걸다
조건을 내걸다
조건을 달다
조건을 붙이다
조난을 당하다
조력을 받다
조력을 얻다
조롱을 받다
조를 나누다
조를 짜다
조를 편성하다
조목조목 따지다
조문을 가다
조문을 오다
조미료를 넣다
조미료를 치다
조바심을 내다
조바심을 치다
조바심이 나다
조사를 내려오다
조사를 당하다
조사를 받다
조사를 벌이다
조사를 실시하다
조사에 들어가다
조서를 내리다
조서를 작성하다
조소를 받다
조신하게 굴다
조약이 체결되다
조언을 구하다
조언을 받다
조언을 주다
조예가 깊다
조작극을 벌이다
조종을 받다
조짐을 보다
조짐을 보이다
조짐이 있다
조처를 취하다
조치를 강구하다
조치를 내리다
조치를 취하다
조항을 두다
조화를 부리다
조화를 이루다
조화를 잃다
조화를 피우다
족두리를 쓰다
존경심을 가지다
존경을 받다
존경을 표시하다
존대어를 쓰다
존댓말을 쓰다
존재의 의미
존재의 이유
존중을 받다
졸업생을 내다
졸음에 겹다
졸음을 쫓다
졸음이 몰려오다
졸음이 쏟아지다
졸음이 오다
좀이 먹다
좁은 의미
종결을 짓다
종교를 믿다
종교에 귀의하다
종기가 나다
종기가 돋다
종기를 짜다
종달음을 치다
종막을 고하다
종말을 고하다
종말이 오다
종묘에 알현하다
종언을 고하다
종으로 삼다
종을 부리다
종을 치다
종이를 접다
종적을 감추다
종적을 밟다
종종걸음으로 걷다
종종걸음을 치다
종처럼 부리다
좌석이 있다
좌우명으로 삼다
좌절감에 빠지다
좌절에 빠지다
좌절을 겪다
좌절을 맛보다
좌판을 벌이다
좍 깔리다
죄가 가볍다
죄가 무겁다
죄를 고백하다
죄를 다스리다
죄를 뒤집어쓰다
죄를 벌하다
죄를 범하다
죄를 씌우다
죄를 저지르다
죄를 지다
죄를 짓다
죄책감이 들다
주가가 오르다
주가가 치솟다
주관을 세우다
주근깨가 나다
주기를 두다
주눅이 들다
주도권을 가지다
주도권을 상실하다
주도권을 잡다
주도권을 장악하다
주량이 늘다
주량이 세다
주량이 줄다
주력을 이루다
주례로 모시다
주례를 맡다
주례를 보다
주례를 서다
주류를 이루다
주를 달다
주를 이루다
주름살을 펴다
주름을 잡다
주름을 펴다
주름이 가다
주름이 늘다
주름이 있다
주름이 잡히다
주름이 지다
주리를 틀다
주린 배
주머니를 뒤지다
주먹맛을 보다
주먹을 먹이다
주먹을 쓰다
주먹을 쥐다
주먹을 펴다
주먹을 휘두르다
주목을 끌다
주목을 받다
주문을 걸다
주문이 들어오다
주문이 쇄도하다
주사가 심하다
주사를 놓다
주사위를 던지다
주석을 달다
주안점을 두다
주연으로 쓰다
주위를 둘러보다
주위를 살피다
주의를 기울이다
주의를 끌다
주의를 듣다
주의를 받다
주장을 입증하다
주장을 증명하다
주접을 떨다
주접이 들다
주정을 부리다
주제가 있다
주제로 잡다
주제를 잡다
주조를 이루다
주종을 이루다
주지의 사실
주책을 떨다
주책을 부리다
주축을 이루다
주판을 놓다
주해를 달다
주해를 붙이다
죽 늘어서다
죽는소리를 하다
죽을 쑤다
죽을병에 걸리다
죽음을 각오하다
죽음을 당하다
줄거리를 쓰다
줄걸음을 놓다
줄걸음을 치다
줄달음을 치다
줄담배를 피우다
줄에 서다
줄을 놓다
줄을 대다
줄을 서다
줄을 타다
줄이 닿다
줄줄 땀이 흐르다
줄줄 외우다
줄줄 흐르다
줄줄이 늘어놓다
줄초상이 나다
줄행랑을 놓다
줄행랑을 치다
줏대가 있다
중경상을 입다
중년에 접어들다
중도금을 치르다
중독에 걸리다
중립을 지키다
중매를 서다
중벌을 내리다
중벌을 받다
중병에 걸리다
중병이 들다
중뿔나게 나서다
중상을 입다
중심을 두다
중심을 이루다
중심을 잃다
중심을 잡다
중재에 나서다
중절모를 쓰다
중점을 두다
중지를 모으다
중징계를 당하다
중태에 빠지다
중풍에 걸리다
중풍을 맞다
중형을 받다
중화상을 입다
쥐가 나다
쥐덫을 놓다
쥐죽은듯이 조용하다
즐거움을 주다
즙을 내다
증거가 포착되다
증거를 대다
증거를 들다
증거를 잡다
증상을 보다
증상이 나타나다
증상이 오다
증상이 있다
증세가 있다
증언대에 서다
지각이 나다
지각이 들다
지게를 지다
지게에 지다
지그재그로 달리다
지근지근 씹다
지당한 말씀
지도를 받다
지도를 하다
지랄을 떨다
지랄을 부리다
지령을 내리다
지령을 받다
지명을 받다
지목을 받다
지배를 당하다
지배를 받다
지시가 내려오다
지시가 떨어지다
지시를 받다
지원서를 내다
지원을 받다
지위를 잃다
지위에 있다
지장을 받다
지장이 있다
지적을 당하다
지적을 받다
지적이 있다
지조를 지키다
지지를 보내다
지진이 일어나다
지척에 두다
지척에 있다
지천으로 깔리다
지천으로 널리다
지휘를 받다
직장을 잃다
진단을 내리다
진단을 받다
진도가 나아가다
진땀을 흘리다
진땀이 나다
진력이 나다
진료를 받다
진보를 이루다
진술서를 받다
진술서를 쓰다
진술을 받다
진실을 지키다
진심을 내보이다
진위를 가리다
진위를 따지다
진을 치다
진저리가 나다
진저리를 내다
진저리를 치다
진전을 보다
진전을 이루다
진정서를 내다
진정서를 쓰다
진지를 잡숫다
진찰을 받다
진척을 보다
진탕 마시다
진통이 그치다
진통이 오다
진통이 있다
진퇴양난에 빠지다
진한 커피
진행을 보다
질곡에 빠지다
질곡에서 벗어나다
질문을 던지다
질문을 받다
질문을 퍼붓다
질문이 쏟아지다
질서가 잡히다
질서를 깨다
질서를 세우다
질서를 잡다
질서를 지키다
질의를 벌이다
질질 끌리다
질질 울다
질책을 당하다
질책을 받다
질책이 빗발치다
질책이 쏟아지다
질타를 당하다
질타를 받다
질투가 나다
질투를 부리다
질투심이 일다
질환에 걸리다
짐승을 잡다
짐을 꾸리다
짐을 들다
짐을 벗다
짐을 부리다
짐을 싸다
짐을 지다
짐을 풀다
짐작이 가다
짐작이 들다
집게로 집다
집무를 보다
집세를 받다
집안의 대들보
집을 보다
집을 짓다
집터를 잡다
집필을 하다
집행유예를 받다
집회가 열리다
집회를 가지다
짓궂은 농담
징계를 받다
징벌을 받다
징역을 살다
징을 치다
징후를 보이다
짚신을 삼다
짜증을 내다
짜증을 부리다
짜증을 피우다
짜증이 나다
짝을 먹다
짝을 이루다
짝을 짓다
짬을 내다
짬이 나다
쨍쨍 내리쬐다
쨍쨍 비치다
쩌렁쩌렁 울리다
쪽 빼입다
쪽지를 남기다
쪽지를 쓰다
쪽지를 적다
쪽지에 적다
쫄딱 망하다
쭉 뻗다
쭉 뻗치다
찌는 듯이 덥다
찌푸린 날씨
찌푸린 하늘
찡그린 얼굴
찢어지게 가난하다
차가 밀리다
차곡차곡 쌓다
차도가 있다
차등을 두다
차등이 있다
차례가 돌아오다
차례가 되다
차례가 오다
차례를 모시다
차례를 지내다
차례를 지키다
차를 굴리다
차를 몰다
차를 타다
차멀미가 나다
차별을 두다
차별을 받다
차이가 나다
차이가 있다
차이를 두다
차이점이 있다
차일피일 미루다
차질을 빚다
착각에 빠지다
착각이 들다
착상이 기발하다
착시가 일어나다
찬미를 받다
찬사를 받다
찬사를 보내다
찬성표를 던지다
찬스를 잡다
찰싹 달라붙다
찰싹 붙다
참고로 하다
참수를 당하다
참을성이 있다
참패를 당하다
창문을 열다
창백한 얼굴
창피를 당하다
창피를 주다
채로 거르다
채를 치다
채무를 지다
채찍을 들다
채찍을 휘갈기다
채찍을 휘두르다
채찍질을 가하다
채찍질을 받다
채찍질을 하다
책가방을 싸다
책갈피에 끼우다
책을 내다
책을 발행하다
책을 찍다
책임감이 있다
책임을 걸머지다
책임을 떠넘기다
책임을 떠다밀다
책임을 맡다
책임을 면하다
책임을 묻다
책임을 전가하다
책임을 지다
책임을 지우다
책임을 회피하다
책임이 돌아오다
책임이 막중하다
책임이 있다
책자를 내다
챔피언에 오르다
챔피언이 되다
처단을 내리다
처량히 울다
처방을 받다
처방을 쓰다
처벌을 내리다
처벌을 면하다
처벌을 받다
처벌을 하다
처분을 받다
처우가 개선되다
처우가 나아지다
처우를 개선하다
처지에 빠지다
처진 눈꺼풀
처형을 당하다
처형을 받다
천금을 주다
천대를 당하다
천대를 받다
천둥번개가 치다
천둥이 치다
천막을 치다
천명을 따르다
천벌을 받다
천벌이 따르다
천식에 걸리다
천심을 어기다
천운이 다하다
천은을 입다
천재를 겪다
천재를 입다
천재지변을 당하다
천재지변이 나다
천하를 잃다
천형을 받다
천혜를 입다
철거를 당하다
철도를 가설하다
철도를 건설하다
철도를 놓다
철벽을 이루다
철석같이 믿다
철썩 붙다
철야농성을 벌이다
철야조사를 받다
철옹성을 이루다
철을 모르다
철이 나다
철이 들다
철조망을 치다
철책을 두르다
철책을 치다
철천지 원수
철철 넘치다
철철 흐르다
철통같이 지키다
첩을 두다
첩을 들이다
첩을 얻다
첫걸음마를 떼다
첫걸음마를 타다
첫눈에 들다
첫눈에 반하다
첫사랑에 빠지다
첫입을 떼다
첫입을 열다
청구를 받다
청구서를 받다
청량감을 주다
청량감이 들다
청력을 잃다
청승을 떨다
청승을 부리다
청약서를 쓰다
청약을 받다
청을 드리다
청을 들어주다
청을 받다
청첩장을 띄우다
청탁을 가리다
청탁을 받다
청탁이 밀려들다
청혼을 받다
체계가 있다
체계가 잡히다
체계를 갖추다
체계를 세우다
체계를 이루다
체계를 잡다
체념에 빠지다
체력을 잃다
체면을 세우다
체면을 잃다
체면을 지키다
체면을 차리다
체면이 깎이다
체면이 서다
체벌을 가하다
체벌을 받다
체스를 두다
체재를 갖추다
체중을 늘이다
체중을 재다
체중을 줄이다
체중이 늘다
체증이 뚫리다
체통을 지키다
체통을 차리다
체통이 서다
체포를 당하다
체험을 쌓다
초대를 받다
초대에 응하다
초대장을 받다
초대장을 쓰다
초만원을 이루다
초상을 치르다
초상이 나다
초석을 놓다
초석이 되다
초안을 잡다
초읽기에 들어가다
초읽기에 몰리다
초점을 두다
초점을 맞추다
초점을 잃다
초점을 흐리다
초청을 받다
촉망을 받다
촉매를 쓰다
촌수를 따지다
촌지를 받다
촌지를 주다
촌티가 나다
촌티를 내다
촌티를 벗다
총격을 당하다
총격을 받다
총격전을 벌이다
총력을 기울이다
총력전을 펼치다
총부리를 겨누다
총살을 당하다
총에 장전하다
총회를 가지다
최고봉에 오르다
최면을 걸다
최선을 다하다
최하로 잡다
최후를 마치다
최후를 맞다
최후를 맞이하다
최후를 보내다
추격에 나서다
추격을 당하다
추격을 받다
추격전을 벌이다
추궁을 당하다
추궁을 받다
추대를 받다
추도문을 올리다
추렴을 내다
추론을 끌어내다
추문이 번지다
추방을 당하다
추세를 보다
추수의 계절
추앙을 받다
추억에 빠지다
추억을 더듬다
추위가 풀리다
추위를 타다
추위에 떨다
추적을 받다
추천을 받다
추태를 보이다
추태를 부리다
추파를 건네다
추파를 던지다
추행을 당하다
축대를 쌓다
축배를 들다
축복을 내리다
축복을 받다
축시를 낭송하다
축에 걸리다
축에 들다
축연을 벌이다
축연을 열다
축연이 벌어지다
축원을 드리다
축원을 올리다
축을 이루다
축의금을 내다
축전을 치다
축제가 열리다
축제를 벌이다
축지법을 쓰다
축하를 드리다
출사표를 쓰다
출세욕에 불타다
출셋길이 열리다
출연료를 받다
출원을 내다
출장을 나가다
출장을 나오다
출장을 다니다
출혈이 멎다
충격에 빠지다
충고를 듣다
충고를 주다
충고에 따르다
충성을 다하다
충성을 바치다
충언을 올리다
충절을 지키다
충혼탑을 세우다
취기가 돌다
취조를 당하다
취조를 받다
취지를 밝히다
취직이 되다
측은히 여기다
치매에 걸리다
치명적인 타격
치부를 드러내다
치성을 올리다
치약을 짜다
치열한 경쟁
치욕을 갚다
치욕을 씻다
칙교를 내리다
칙명을 내리다
친교를 나누다
친교를 맺다
친근감이 들다
침공을 가하다
침공을 감행하다
침공을 당하다
침공을 받다
침금에 들다
침노를 입다
침략을 감행하다
침묵에 빠지다
침묵에 싸이다
침묵을 지키다
침묵이 흐르다
침을 삼키다
침이 마르다
침착성을 유지하다
칭송을 받다
칭송이 자자하다
칭찬을 늘어놓다
칭찬을 듣다
칭찬을 받다
칭찬이 돌아오다
칭찬이 자자하다
칭호를 받다
칭호를 얻다
카드로 긁다
카드를 쓰다
카운터펀치를 날리다
카퍼레이드를 벌이다
칼날을 세우다
칼날이 서다
칼부림이 나다
칼을 갈다
칼침을 놓다
캠페인을 벌이다
캠페인을 펴다
캠프를 치다
커브를 구사하다
커튼을 걷다
커튼을 치다
커피를 타다
코끝이 시리다
코끝이 찡하다
코너에 몰아붙이다
코드를 꽂다
코를 골다
코를 세우다
코를 파다
코를 풀다
코를 후벼파다
코를 후비다
코웃음을 치다
코치를 받다
코트를 걸치다
코피가 나다
코피가 터지다
코피를 쏟다
콘서트가 열리다
콘서트를 열다
콜록콜록 기침하다
콜택시를 부르다
콧구멍을 파다
콧구멍을 후비다
콧날이 서다
콧대를 세우다
콧등이 시큰하다
콧물이 나다
콧방귀를 뀌다
콧병이 나다
콧소리를 내다
콩을 까다
쾅 닫다
쾅쾅 두드리다
쾌감에 빠지다
쾌감을 주다
쾌거를 올리다
쾌거를 이루다
쾌락에 빠지다
쾌락에 탐닉하다
쾌락을 추구하다
쾌히 승낙하다
쿠데타가 일어나다
쿠데타를 일으키다
쿨쿨 자다
퀴즈를 내다
퀴즈를 풀다
큰일을 겪다
큰일을 내다
큰일을 당하다
큰일을 맡기다
큰일을 맡다
큰일을 벌이다
큰일을 처리하다
큰일을 치르다
큰일이 나다
키를 재다
키스를 나누다
키스를 받다
킥킥 웃다
타개책을 마련하다
타격을 가하다
타격을 받다
타격을 주다
타결을 보다
타고난 능변
타박상을 입다
타산에 밝다
타산이 맞다
타산이 서다
타성에 빠지다
타성에 젖다
타성에서 벗어나다
타율이 낮다
타율이 높다
타이밍을 맞추다
타이프를 치다
타일을 깔다
타자를 치다
타협안을 마련하다
타협을 끌어내다
타협을 보다
타협이 이루어지다
타협점을 모색하다
탁 트이다
탁구를 치다
탁상공론에 그치다
탄력을 받다
탄력을 잃다
탄력을 주다
탄력이 붙다
탄로가 나다
탄불을 갈다
탄성을 자아내다
탄성을 지르다
탄식에 빠지다
탄압을 당하다
탄압을 받다
탄을 갈다
탄을 캐다
탄핵을 받다
탄환을 재다
탈선을 막다
탈을 쓰다
탈출을 기도하다
탐방을 가다
탐방을 오다
탐욕을 내다
탐욕을 부리다
탐을 내다
탐이 나다
탑을 세우다
탑을 쌓다
태기를 느끼다
태기를 보이다
태도를 취하다
태세를 취하다
태엽을 감다
태클에 걸리다
태클을 걸다
태평세월을 구가하다
태평소를 불다
태풍이 강타하다
택시를 부르다
택시를 잡다
택일을 받다
터널을 뚫다
터를 다지다
터를 잡다
터무니없는 요구
터벅터벅 걷다
터전를 잡다
터전을 두다
터전을 마련하다
터전을 잃다
턱없이 모자라다
턱없이 부족하다
턱을 괴다
털썩 주저앉다
털을 깎다
털이 나다
털이 무성하다
털이 빠지다
텃밭을 가꾸다
텃세가 심하다
텃세를 받다
텅 비다
테니스를 치다
테러를 당하다
테를 두르다
테스트를 받다
테스트에 붙다
테스트에 합격하다
텐트를 치다
텔레비전에 나오다
텔레비전에 출연하다
텔레비전을 보다
텔레비전을 틀다
텔레파시가 통하다
토대를 이루다
토론에 들어가다
토론에 부치다
토론을 벌이다
토론의 장
토를 달다
토막을 내다
토막이 나다
토양이 비옥하다
토의에 들어가다
토의에 부치다
톡톡 두드리다
톤을 낮추다
톤을 높이다
톱으로 썰다
톱으로 켜다
통계를 내다
통계를 잡다
통고가 가다
통고를 받다
통금에 걸리다
통보를 받다
통이 크다
통일을 염원하다
통일을 이룩하다
통제력을 잃다
통제를 받다
통증이 가라앉다
통증이 가시다
통증이 오다
통지가 가다
통지가 오다
통지를 보내다
통째로 삼키다
통찰력을 지니다
통첩을 띄우다
통화를 끊다
퇴장을 당하다
퇴짜를 놓다
퇴짜를 맞다
퇴학을 당하다
투기를 벌이다
투서를 쓰다
투자를 유치하다
투쟁을 벌이다
투정을 부리다
퉁퉁 붓다
튀김옷을 입히다
튜브를 짜다
트럭을 몰다
트럼펫을 불다
트릭을 쓰다
트림이 나다
트집거리를 잡다
트집을 잡다
트집을 잡히다
특권을 누리다
특권을 부여하다
특권을 주다
특기를 살리다
특별법이 발효되다
특사를 파견하다
특색을 이루다
특색이 있다
특약을 맺다
특전을 받다
특전을 주다
특종을 내다
특종을 잡다
특징을 보이다
특징을 이루다
특징이 있다
특허를 받다
특혜를 받다
틀림없는 사실
틈새를 막다
틈에 끼다
틈을 메우다
틈을 보다
틈을 보이다
틈을 주다
틈이 나다
틈이 벌어지다
티가 나다
티를 내다
티오가 나다
티오가 생기다
티오가 없다
티켓을 끊다
팀을 이루다
팁을 주다
파경을 맞다
파국으로 치닫다
파국을 맞다
파도가 거세다
파도가 일다
파도가 자다
파도를 가르다
파도를 헤치다
파라솔을 치다
파란을 일으키다
파란이 일다
파랗게 얼굴이 질리다
파르르 떨다
파르르 떨리다
파면처분을 받다
파문을 당하다
파벌을 형성하다
파산을 당하다
파수를 서다
파스를 붙이다
파업에 돌입하다
파업에 들어가다
파업을 벌이다
파업을 풀다
파울을 범하다
파이프를 물다
파일을 복사하다
파일을 삭제하다
파탄에 빠지다
파탄이 나다
파투가 나다
파트타임으로 일하다
파티가 열리다
파티를 벌이다
파혼을 당하다
판가름을 짓다
판가름이 나다
판결을 내리다
판결을 뒤집다
판결을 받다
판결이 나다
판결이 내려지다
판단력을 잃다
판단을 내리다
판단이 빠르다
판단이 서다
판돈을 걸다
판돈을 쓸다
판례를 남기다
판로가 막히다
판로가 열리다
판명이 나다
판별을 짓다
판세를 읽다
판이 벌어지다
판정을 내리다
판정을 받다
판정이 나다
판정패를 당하다
팔꿈치로 찌르다
팔다리가 쑤시다
팔딱팔딱 뛰다
팔소매를 걷어 올리다
팔을 벌리다
팔을 뻗다
팔을 뻗치다
팔을 휘두르다
팔자가 기구하다
팔자가 늘어지다
팔자가 사납다
팔자가 세다
팔자가 좋다
팔짱을 끼다
팔팔 끓다
패가 나쁘다
패가망신을 당하다
패권을 다투다
패권을 잃다
패권을 잡다
패기에 차다
패대기를 치다
패를 가르다
패를 돌리다
패배감에 빠지다
패배를 당하다
패배를 인정하다
패배주의에 빠지다
패색이 짙다
패션쇼를 열다
패싸움을 벌이다
패싸움이 나다
패악을 부리다
패착을 두다
팬레터를 보내다
팽이를 돌리다
팽팽한 긴장
팽팽한 대결
팽팽히 당기다
팽팽히 맞서다
퍼레이드를 벌이다
퍼즐을 풀다
펄썩 주저앉다
펄쩍 뛰다
펄펄 끓다
펄펄 끓이다
펄펄 날다
펄펄 뛰다
펑크가 나다
펑크를 내다
페이스를 유지하다
페이지를 넘기다
페인트를 칠하다
편견에 사로잡히다
편견을 가지다
편견을 버리다
편법을 쓰다
편을 가르다
편을 들다
편을 먹다
편을 짜다
편의를 도모하다
편이 짜이다
편제를 짜다
편지가 들어가다
편지가 들어오다
편지를 뜯다
편지를 띄우다
편지를 부치다
평가를 내리다
평가를 받다
평결을 내리다
평균을 내다
평균을 잡다
평생을 가다
평안히 잠들다
평이 좋다
평점을 매기다
평점을 받다
평점을 주다
평정을 잃다
평지풍파가 나다
평지풍파를 일으키다
평판을 받다
평판을 얻다
평판이 나쁘다
평행을 이루다
평형을 이루다
평형을 잃다
평화를 염원하다
폐단을 없애다
폐단이 생기다
폐렴에 걸리다
폐를 끼치다
폐백을 드리다
폐백을 받다
폐병에 걸리다
폐습을 고치다
폐업신고를 내다
폐활량이 뛰어나다
포대기를 두르다
포대기를 풀다
포를 뜨다
포만감에 젖다
포박을 당하다
포부를 펼치다
포상금이 걸리다
포석을 깔다
포석을 놓다
포스터가 걸리다
포스터를 떼다
포스터를 붙이다
포승에 묶이다
포승을 받다
포승을 풀다
포승줄을 풀다
포악을 떨다
포악을 부리다
포연이 자욱하다
포옹을 나누다
포옹을 풀다
포용력을 잃다
포용력을 지니다
포용력이 있다
포용력이 크다
포위를 당하다
포위를 뚫다
포위망에 갇히다
포위망에 걸리다
포위망을 뚫다
포위망을 벗어나다
포위망을 좁히다
포위망을 풀다
포인트가 있다
포인트를 주다
포장을 치다
포장지를 뜯다
포즈를 잡다
포즈를 취하다
포지션을 지키다
포커를 치다
포켓볼을 치다
폭 삭다
폭격을 당하다
폭격을 맞다
폭격을 받다
폭동을 진압하다
폭동이 가라앉다
폭동이 일어나다
폭력에 호소하다
폭력을 가하다
폭력을 쓰다
폭력을 행사하다
폭력을 휘두르다
폭력이 난무하다
폭리를 취하다
폭설이 쏟아지다
폭소가 터지다
폭소를 터뜨리다
폭언을 일삼다
폭언을 퍼붓다
폭음을 내다
폭음이 진동하다
폭이 넓다
폭이 좁다
폭죽이 터지다
폭탄을 터뜨리다
폭탄이 터지다
폭풍우가 몰아치다
폭풍우가 지나가다
폭풍우가 치다
폭풍우가 휘몰아치다
폭풍이 불어닥치다
폭풍이 치다
폭행을 일삼다
폼을 잡다
표가 나다
표결에 부치다
표를 예매하다
표밭을 다지다
표어를 내걸다
표적으로 두다
표적으로 세우다
표적을 맞히다
표정을 살피다
표정을 잃다
표정을 짓다
표정이 굳어지다
표정이 없다
표정이 풍부하다
표정이 환하다
표준어를 사정하다
표창장을 수여하다
푯말을 세우다
푸대접을 받다
푸른 바다
푹 익다
푹 찌다
푼돈이 들다
푼수기가 있다
푼푼이 모으다
풀뿌리를 캐다
풀썩 주저앉다
풀을 개다
풀을 뜯다
풀을 쑤다
풀이 서다
풀이 죽다
풀타임으로 일하다
풀풀 날리다
품값을 받다
품격을 떨어뜨리다
품삯을 받다
품에 품다
품위가 있다
품위를 떨어뜨리다
품위를 손상하다
품을 들이다
품을 팔다
품질을 떨어뜨리다
품행이 방정하다
품행이 불량하다
풍금을 치다
풍기가 문란하다
풍년이 들다
풍랑이 일다
풍류를 즐기다
풍문이 나돌다
풍문이 들리다
풍문이 퍼지다
풍물을 치다
풍선을 띄우다
풍선을 불다
풍선을 터뜨리다
풍악을 울리다
풍어를 기원하다
풍채가 좋다
풍파를 겪다
프라이드가 강하다
프라이버시를 존중하다
프로그램을 깔다
프로그램을 돌리다
프로그램을 실행하다
프로그램을 인스톨하다
프로그램을 짜다
프로그램이 돌아가다
프로포즈를 받다
프리미엄을 주다
플래카드를 들다
플러그를 꽂다
피가 돌다
피나는 노력
피난을 가다
피눈물을 흘리다
피눈물이 나다
피란을 가다
피로 물들다
피로가 몰려오다
피로가 오다
피로를 풀다
피를 내다
피리를 불다
피멍이 들다
피부병을 앓다
피서를 가다
피습을 당하다
피시식 웃다
피식 웃다
피아노를 치다
피켓을 들다
피크를 이루다
피해가 가다
피해가 나다
피해가 돌아오다
피해를 당하다
피해를 보다
피해를 입다
피해를 주다
픽픽 쓰러지다
핀을 꽂다
핀잔을 듣다
핀잔을 먹다
핀잔을 받다
핀잔을 주다
필로폰을 맞다
필름을 인화하다
필사적으로 매달리다
필승을 기원하다
필요가 없다
필요가 있다
필요로 하다
필요성을 느끼다
필요성을 절감하다
핍박을 당하다
핍박을 받다
핏기가 가시다
핏기를 잃다
핏대가 서다
핏대를 세우다
핏대를 올리다
핏덩이를 받다
핏발이 서다
핏줄이 서다
핑 돌다
핑계를 대다
핑계를 둘러대다
핑계를 삼다
핑그르르 돌다
하극상을 벌이다
하늘에 맹세하다
하늘을 우러르다
하도급을 받다
하마평에 오르다
하소연을 늘어놓다
하수구가 막히다
하숙을 치다
하얗게 질리다
하이랭킹에 들다
하이재킹을 당하다
하인을 부리다
하중을 견디다
하청을 받다
하청을 주다
하품이 나다
하혈이 있다
학교가 파하다
학교를 졸업하다
학교에 다니다
학교에 들어가다
학교에 보내다
학대를 받다
학덕이 있다
학력고사를 치르다
학력제한을 두다
학문에 정진하다
학벌을 따지다
학벌이 좋다
학비를 내다
학사경고를 먹다
학사징계를 당하다
학사징계를 받다
학살을 당하다
학업에 충실하다
학업에 힘쓰다
학업을 닦다
학연이 있다
학위를 받다
학위를 수여하다
학위를 주다
학적을 두다
학점을 따다
학점을 주다
학점을 취득하다
학질을 앓다
한계를 극복하다
한계선을 넘다
한계에 부딪히다
한고비가 지나다
한곡조 뽑다
한곡조를 뽑다
한기가 나다
한기가 들다
한기가 몰려오다
한날한시에 태어나다
한눈에 반하다
한눈에 사로잡다
한눈에 알아보다
한몫 끼다
한밑천을 잡다
한밑천을 쥐다
한바탕 웃다
한세상을 살다
한숨을 내쉬다
한숨을 돌리다
한숨을 쉬다
한숨을 짓다
한숨이 나오다
한약을 달이다
한을 풀다
한을 품다
한이 맺히다
한이 서리다
한자락을 뽑다
한쪽으로 쏠리다
한턱을 내다
한턱을 쏘다
한턱을 쓰다
한판승을 거두다
한패가 되다
할부금을 내다
할애를 받다
할인료를 내다
할인을 받다
함께 어우러지다
함빡 웃다
함성을 지르다
함성이 터지다
함을 받다
함을 지다
함정에 걸리다
함정에 빠뜨리다
함정에 빠지다
합격점을 받다
합격점을 주다
합격판정이 나다
합의가 이루어지다
합의를 끌어내다
합의를 도출하다
합의를 보다
합의에 도달하다
합의에 이르다
합장을 올리다
항렬이 낮다
항렬이 높다
항소를 제기하다
항의가 거세다
항의가 빗발치다
항의를 받다
항쟁을 벌이다
해 웃다
해가 기울다
해가 길다
해가 넘어가다
