가가호호 방문하다 
대치상태에 있다
대칭을 이루다
대패로 깎다
대패로 밀다
대포를 쏘다
대형사고가 나다
대화가 끊기다
대화로 풀다
대화를 끊다
대화를 나누다
대화를 주고받다
대회를 개최하다
대회를 벌이다
대회를 열다
대회를 치르다
대회에 나가다
댓진이 끼다
댕기를 드리다
댕기를 매다
댕기를 풀다
더듬더듬 말하다
더듬이를 뻗다
더듬이를 세우다
더듬이를 오므리다
더빙을 하다
더위가 물러가다
더위가 시작되다
더위를 느끼다
더위를 먹다
더위를 식히다
더위를 타다
더위를 피하다
더위에 강하다
더위에 약하다
덕담을 나누다
덕망이 높다
덕망이 없다
덕성을 기르다
덕을 갖추다
덕을 기리다
덕을 닦다
덕을 베풀다
덕을 보다
덕지덕지 바르다
덤으로 받다
덤터기를 쓰다
덥석 잡다
덧없는 인생
덩굴이 뻗다
덩치가 작다
덩치가 크다
덫에 걸리다
덫을 놓다
덫을 치다
데굴데굴 구르다
데모를 벌이다
데모를 진압하다
데모에 가담하다
데뷔전을 치르다
데이터를 뽑다
도굴을 당하다
도끼눈을 뜨다
도난을 당하다
도도히 흐르다
도둑으로 몰리다
도둑을 맞다
도둑을 잡다
도둑이 들다
도둑장가를 가다
도둑장가를 들다
도랑을 치다
도랑을 파다
도량이 넓다
도량이 좁다
도로를 내다
도로를 닦다
도를 닦다
도리를 행하다
도리질을 치다
도망을 가다
도망을 다니다
도망을 오다
도망을 치다
도매로 사다
도매로 팔다
도면을 펴다
도박에 빠지다
도박을 벌이다
도박판을 벌이다
도수가 낮다
도수가 높다
도수를 낮추다
도수를 올리다
도수를 재다
도술을 걸다
도술을 부리다
도움을 드리다
도움을 받다
도움을 베풀다
도움을 얻다
도움을 주다
도움을 청하다
도의에 어긋나다
도장을 새기다
도장을 찍다
도장을 파다
도적이 들다
도전에 응하다
도전을 받다
도전장를 던지다
도전장을 내다
도전장을 받다
도제가 되다
도제를 두다
도중에 그만두다
도청을 당하다
도탄에 빠지다
도표를 그리다
독감에 걸리다
독감을 앓다
독기가 없다
독기가 있다
독기를 빼다
독기를 뿜다
독서삼매경에 빠지다
독설을 퍼붓다
독실히 믿다
독약을 타다
독을 뿜다
독이 번지다
독이 오르다
독이 퍼지다
독촉을 받다
돈머리가 모자라다
돈을 꾸다
돈을 내다
돈을 먹다
돈을 벌다
돈이 급하다
돋보기를 끼다
돌림병에 걸리다
돌림병이 돌다
돌연사를 당하다
돌을 맞다
돌파구를 열다
돌파구를 찾다
돌팔매를 던지다
돌팔매를 치다
돌풍을 일으키다
돗자리를 깔다
동감을 구하다
동감을 표하다
동강이 나다
동그라미를 치다
동냥을 받다
동동 발을 구르다
동란을 일으키다
동란을 진압하다
동맥을 끊다
동맹을 맺다
동맹을 파기하다
동면에 들어가다
동면에서 깨어나다
동물을 기르다
동물을 키우다
동상에 걸리다
동아리에 들다
동작을 취하다
동작이 느리다
동작이 느릿느릿하다
동작이 빠르다
동점을 이루다
동정이 가다
돼지가 꿀꿀거리다
된서리를 맞다
됨됨이를 보다
두근거리는 가슴
두뇌가 명석하다
두뇌가 모자라다
두드러기가 나다
두드러기가 돋다
두드러진 특징
두려움에 떨다
두려움에 빠지다
두려움이 일다
두루 섭렵하다
두서없이 말하다
두통이 나다
둑을 쌓다
둑이 무너지다
둑이 터지다
둘둘 말다
둥둥 떠다니다
둥실 뜨다
둥지를 틀다
뒤가 마렵다
뒤늦은 후회
뒤로 물러나다
뒤로 물리다
뒤로 미루다
뒤로 하다
뒤를 대다
뒤를 돌아보다
뒤를 보다
뒤를 잇다
뒤를 쫓다
뒤범벅을 만들다
뒤범벅이 되다
뒤에 남다
뒤에 처지다
뒤죽박죽을 만들다
뒤죽박죽이 되다
뒤축을 대다
뒤축이 낮다
뒤축이 높다
뒤축이 닳다
뒷걸음질을 치다
뒷말이 무성하다
뒷맛이 개운하다
뒷짐을 지다
득을 보다
들러리를 서다
들통이 나다
등골이 오싹하다
등급을 매기다
등록금을 내다
등에 업다
등에 업히다
등에 지다
딜레마에 빠지다
따가운 시선
따귀를 때리다
따귀를 붙이다
따돌림을 당하다
따돌림을 받다
딱 마주치다
딱 맞닥뜨리다
딱 부러지다
딴전을 부리다
딴전을 피우다
딴죽을 걸다
딴청을 부리다
딴청을 피우다
딴판으로 변하다
땀에 흠뻑 젖다
땀으로 목욕하다
땀을 흘리다
땀이 배다
땅 울리다
땅 총을 쏘다
땅거미가 내리다
땅거미가 지다
땅고집을 부리다
땅고집을 세우다
땅굴을 파다
땅을 다지다
땅을 파다
땅콩을 까다
때가 끼다
때가 되다
때가 묻다
때가 오다
때가 지다
때깔이 나쁘다
때깔이 좋다
때를 기다리다
때를 놓치다
때를 밀다
때를 벗기다
때를 빼다
때를 알리다
때를 엿보다
땟국이 끼다
땡땡이를 치다
떡을 치다
떡판을 치다
떼굴떼굴 구르다
떼를 부리다
떼를 쓰다
떼를 짓다
또아리를 틀다
똑똑 두드리다
똘똘 뭉치다
똥고집을 부리다
똥배짱을 부리다
똥오줌을 가리다
똥을 누다
똥을 싸다
똬리를 틀다
뚝 그치다
뜨거운 눈물
뜨거운 지지
뜬눈으로 새우다
뜸을 들이다
뜸을 뜨다
뜻에 따르다
뜻을 거스르다
뜻을 밝히다
뜻을 새기다
뜻을 세우다
뜻을 이루다
뜻을 잃다
뜻을 펴다
뜻을 품다
뜻을 헤아리다
뜻이 통하다
라디오를 틀다
레슨을 받다
레일에서 벗어나다
레일을 깔다
레저를 즐기다
레코드를 끄다
레코드를 틀다
렌즈를 맞추다
렌즈를 조르다
로비를 벌이다
로비에 나서다
로켓을 발사하다
마개를 따다
마개를 막다
마개를 뽑다
마구 먹어 대다
마귀가 들리다
마누라를 얻다
마디가 가늘다
마디가 굵다
마루를 깔다
마루를 뜯다
마른침을 삼키다
마무리를 짓다
마비가 오다
마비를 일으키다
마수를 뻗치다
마수에 걸리다
마술에 걸리다
마술을 걸다
마술을 부리다
마술이 풀리다
마스크를 쓰다
마음껏 먹다
마음보가 고약하다
마음속에 묻어 두다
마음속에 품다
마음속을 꿰뚫어보다
마음속을 떠보다
마음속을 털어놓다
마음씨가 곱다
마음씨가 나쁘다
마음씨가 더럽다
마음씨가 좋다
마음에 거리끼다
마음에 걸리다
마음에 그리다
마음에 두다
마음에 들다
마음에 새기다
마음에 짚이다
마음에 차다
마음을 가다듬다
마음을 가라앉히다
마음을 고쳐먹다
마음을 굳히다
마음을 내보이다
마음을 놓다
마음을 다잡다
마음을 닫다
마음을 돌리다
마음을 떠보다
마음을 먹다
마음을 바로잡다
마음을 붙이다
마음을 비우다
마음을 빼앗기다
마음을 사로잡다
마음을 쓰다
마음을 열다
마음을 잡다
마음을 정하다
마음을 졸이다
마음을 주고받다
마음을 주다
마음을 터놓다
마음을 품다
마음을 합하다
마음을 헤아리다
마음이 가라앉다
마음이 끌리다
마음이 내키다
마음이 넓다
마음이 놓이다
마음이 들뜨다
마음이 맞다
마음이 모질다
마음이 무겁다
마음이 바쁘다
마음이 변하다
마음이 불안하다
마음이 상하다
마음이 쏠리다
마음이 쓰이다
마음이 아프다
마음이 약하다
마음이 어둡다
마음이 움직이다
마음이 있다
마음이 조급하다
마음이 조마조마하다
마음이 편하다
마음이 푸근하다
마음이 흔들리다
마중을 나가다
마중을 나오다
마진을 줄이다
마진이 박하다
마진이 작다
마진이 크다
마차를 몰다
마차를 타다
마찰을 빚다
마취에서 깨어나다
마침표를 찍다
막바지에 다다르다
막바지에 이르다
막을 내리다
막을 올리다
막이 오르다
만감이 교차하다
만고풍상을 겪다
만돌린을 타다
만두를 빚다
만류를 뿌리치다
만세를 부르다
만전을 기하다
만점을 따다
만점을 맞다
만점을 받다
만족감을 주다
만족을 얻다
만족을 주다
만찬회를 열다
말고삐를 늦추다
말귀가 밝다
말귀가 빠르다
말귀가 어둡다
말귀를 알아듣다
말꼬리를 흐리다
말끄러미 바라보다
말끝을 흐리다
말다툼을 벌이다
말뚝을 박다
말뚝을 치다
말못할 사연
말못할 사정
말문을 막다
말문을 열다
말문이 막히다
말미를 내다
말미를 받다
말미를 얻다
말미를 주다
말발이 서다
말발이 세다
말버릇이 고약하다
말소리가 높다
말수가 적다
말싸움을 벌이다
말썽을 부리다
말썽을 빚다
말썽을 일으키다
말썽을 피우다
말썽이 나다
말씀을 드리다
말씨가 공손하다
말씨를 쓰다
말을 건네다
말을 걸다
말을 꺼내다
말을 끊다
말을 나누다
말을 낮추다
말을 내뱉다
말을 높이다
말을 늘어놓다
말을 달리다
말을 더듬거리다
말을 더듬다
말을 돌리다
말을 듣다
말을 막다
말을 몰다
말을 바꾸다
말을 뱉다
말을 붙이다
말을 빌리다
말을 삼가다
말을 쓰다
말을 잃다
말을 주고받다
말이 거칠다
말이 곱다
말이 끊기다
말이 나가다
말이 나다
말이 돌아다니다
말이 먹히다
말이 통하다
말이 튀어나오다
말이 퍼지다
말장난을 걸다
말장난을 치다
말재주가 없다
말재주가 있다
말재주가 좋다
말주변이 없다
말주변이 있다
말주변이 좋다
말투가 거칠다
말편자를 대다
말편자를 박다
맘에 들다
맘을 쓰다
맛을 내다
맛을 돋우다
맛을 들이다
맛을 보다
맛을 알다
맛을 잃다
맛이 가다
맛이 나다
맛이 들다
맛이 떨어지다
맛이 변하다
맛이 쓰다
망령을 부리다
망령이 나다
망령이 들다
망명을 가다
망상에 빠지다
망상에 사로잡히다
망신살이 뻗치다
망신을 당하다
망신을 주다
망에 걸리다
망연히 바라보다
망울이 서다
망울이 지다
망을 보다
망을 서다
망을 치다
망조가 들다
망중한을 즐기다
망토를 걸치다
맞대결을 벌이다
맞바둑을 두다
맞선을 보다
맞장구를 치다
매너리즘에 빠지다
매니큐어를 바르다
매니큐어를 칠하다
매듭을 맺다
매듭을 짓다
매듭을 풀다
매력에 끌리다
매력에 빠지다
매력을 느끼다
매력을 잃다
매를 들다
매를 때리다
매를 맞다
매무새가 단정하다
매무새를 고치다
매무새를 매만지다
매물을 내놓다
매물이 쏟아지다
매상고를 올리다
매암을 돌다
매연을 내뿜다
매질을 당하다
매캐한 연기
매타작을 당하다
매혹적인 미소
맥락이 닿다
맥을 짚다
맥이 뛰다
맥이 빠지다
맥이 없다
맥이 풀리다
맴을 돌다
맵시가 없다
맵시가 있다
맵시를 내다
맷돌을 돌리다
맹공격을 받다
맹공을 펼치다
맹세를 어기다
맹세를 지키다
맹약을 맺다
맹위를 떨치다
맹점을 찌르다
맹타를 퍼붓다
머리가 나쁘다
머리가 돌아가다
머리가 띵하다
머리가 멍하다
머리가 모자라다
머리가 묵직하다
머리가 벗겨지다
머리가 벗어지다
머리가 빠지다
머리가 세다
머리가 아프다
머리가 어지럽다
머리가 좋다
머리가 희끗희끗하다
머리끝이 쭈뼛쭈뼛하다
머리를 가르다
머리를 감다
머리를 기르다
머리를 깎다
머리를 끄덕이다
머리를 들다
머리를 땋다
머리를 매만지다
머리를 박다
머리를 빗다
머리를 숙이다
머리를 쓰다
머리를 조아리다
머리를 짜내다
머리를 풀다
머리를 풀어헤치다
머리에 들어오다
머리에 떠오르다
머리카락이 빠지다
머릿니가 끓다
머슴을 살다
먹구름이 끼다
먹물을 들이다
먹성이 좋다
먹을 갈다
먼지가 끼다
먼지가 일다
먼지를 떨다
멀거니 바라보다
멀뚱멀뚱 바라보다
멀미가 나다
멋을 내다
멋을 부리다
멋이 나다
멋이 없다
멋이 있다
멍멍 짖다
멍석을 깔다
멍석을 엮다
멍에를 메다
멍에를 쓰다
멍이 들다
멍하니 바라보다
메달권에 들다
메달권에서 탈락하다
메달을 따다
메달을 획득하다
메모를 남기다
메스를 대다
메아리가 치다
메주를 쑤다
며느리를 보다
멱살을 잡다
멱을 따다
면모를 일신하다
면목이 서다
면목이 없다
면박을 당하다
면박을 주다
면사포를 쓰다
면역이 생기다
면접을 보다
면접을 치르다
면제를 받다
면직을 당하다
면허를 따다
면허를 받다
면회를 가다
멸문지화를 당하다
멸시를 당하다
멸시를 받다
명단에서 빠지다
명령에 따르다
명령에 복종하다
명령에 불복하다
명령을 거스르다
명령을 거역하다
명령을 내리다
명령을 받다
명령을 수행하다
명령을 어기다
명령을 이행하다
명령을 좇다
명령을 주다
명령을 하다
명령을 행하다
명령이 내려오다
명령이 내려지다
명령이 떨어지다
명망을 얻다
명망을 잃다
명망이 높다
명망이 있다
명복을 빌다
명부에 올리다
명부에서 빼다
명분을 내세우다
명분을 밝히다
명분을 세우다
명분을 잃다
명분을 찾다
명분이 서다
명분이 없다
명상에 빠지다
명상에 잠기다
명성을 떨치다
명성을 얻다
명성이 높다
명성이 자자하다
명암이 갈리다
명암이 교차하다
명예를 걸다
명예를 높이다
명예를 더럽히다
명예를 실추시키다
명예를 얻다
명예를 잃다
명예를 지키다
명예를 훼손하다
명운을 걸다
명을 받다
명을 받들다
명의를 빌리다
명의를 이전하다
명이 길다
명이 다하다
명이 짧다
명절을 맞다
명절을 쇠다
명찰을 달다
명칭을 붙이다
명패를 걸다
명함을 박다
명함을 찍다
모가 나다
모골이 송연하다
모기가 왱왱거리다
모기장을 걷다
모기장을 치다
모독을 당하다
모략에 걸려들다
모략에 빠지다
모략을 꾸미다
모로 눕다
모반에 가담하다
모반을 꾀하다
모반을 일으키다
모발이 빠지다
모범으로 삼다
모범을 보이다
모션을 쓰다
모션을 취하다
모순에 빠지다
모욕감을 느끼다
모욕을 갚다
모욕을 당하다
모욕을 받다
모욕을 주다
모이를 주다
모이를 쪼다
모임에 끌어들이다
모자를 쓰다
모진 목숨
모진 바람
모진 역경
모퉁이를 돌다
모함을 당하다
모함을 받다
모험을 감행하다
모형을 뜨다
목도리를 두르다
목돈을 만들다
목돈을 쥐다
목돈이 들다
목록에서 빠지다
목록을 만들다
목록을 작성하다
목소리가 격앙되다
목소리가 굵다
목소리가 낭랑하다
목소리가 높다
목소리가 떨리다
목소리가 잠기다
목소리가 카랑카랑하다
목소리가 크다
목숨을 건지다
목숨을 걸다
목숨을 내걸다
목숨을 내놓다
목숨을 바치다
목숨을 버리다
목숨을 부지하다
목숨을 아끼다
목숨을 잃다
목숨을 잇다
목숨이 끊어지다
목숨이 모질다
목을 가누다
목을 따다
목을 매다
목을 조르다
목을 축이다
목을 치다
목이 메다
목이 쉬다
목이 잠기다
목적에 맞다
목적을 달성하다
목적을 성취하다
목적을 이루다
목적지에 도달하다
목전에 두다
목전에서 벌어지다
목전의 이익
목청껏 외치다
목청을 높이다
목청을 돋우다
목청이 나쁘다
목청이 좋다
목탁을 두드리다
목탁을 치다
목표를 달성하다
목표를 성취하다
목표를 이루다
목표액을 돌파하다
몫이 돌아가다
몰골이 사납다
몰살을 당하다
몰수를 당하다
몸 성히 돌아오다
몸 성히 지내다
몸가짐에 주의하다
몸가짐이 점잖다
몸매가 날씬하다
몸무게가 빠지다
몸부림을 치다
몸살을 앓다
몸살이 나다
몸서리가 나다
몸서리를 치다
몸싸움을 벌이다
몸에 지니다
몸을 녹이다
몸을 누이다
몸을 던지다
몸을 뒤채다
몸을 뒤척거리다
몸을 뒤척이다
몸을 뒤틀다
몸을 떨다
몸을 맡기다
몸을 버리다
몸을 비비꼬다
몸을 사리다
몸을 움츠리다
몸을 웅크리다
몸을 의지하다
몸을 의탁하다
몸을 팔다
몸이 가냘프다
몸이 건강하다
몸이 건장하다
몸이 녹다
몸이 늘다
몸이 떨리다
몸이 뚱뚱하다
몸이 마르다
몸이 붓다
몸이 성하다
몸이 쇠약하다
몸이 수척하다
몸이 야위다
몸이 약하다
몸이 튼튼하다
몸이 허약하다
몸이 호리호리하다
몸이 홀쭉하다
몸종으로 부리다
몸집이 작다
몸집이 크다
못내 아쉬워하다
못내 아쉽다
못을 메우다
못을 박다
못을 뽑다
못을 파다
못이 박히다
못이 생기다
몽니를 부리다
몽상에 빠지다
몽상에 잠기다
뫼를 쓰다
묘기를 부리다
묘비를 세우다
묘안을 내다
묘안을 제시하다
묘안이 떠오르다
무게가 나가다
무게가 늘다
무게가 줄다
무게를 늘리다
무게를 덜다
무게를 재다
무게를 줄이다
무공을 세우다
무기를 소지하다
무늬를 넣다
무늬를 새기다
무대에 올리다
무덤에 묻히다
무덤을 파다
무드를 잡다
무드에 젖다
무럭무럭 자라다
무력감에 빠지다
무력감이 들다
무력을 쓰다
무력증에 빠지다
무료함을 달래다
무를 갈다
무릎을 꿇다
무릎을 꿇리다
무릎을 펴다
무리를 이루다
무리를 짓다
무리수를 두다
무서리가 내리다
무서움을 타다
무성히 자라다
무수히 많다
무시를 당하다
무식을 드러내다
무식이 드러나다
무심코 말하다
무아경에 빠지다
무아지경에 빠지다
무안을 당하다
무안을 주다
무예를 닦다
무용담을 늘어놓다
무위로 돌아가다
무전을 치다
무전이 오다
무지개가 서다
무지를 깨치다
무지를 일깨우다
무턱대고 덤비다
묵비권을 행사하다
묵상에 잠기다
묵은 빚
문고리를 걸다
문답을 주고받다
문맹에서 벗어나다
문맹을 퇴치하다
문명이 발달하다
문법에 맞다
문병을 가다
문병을 오다
문상을 가다
문상을 오다
문신을 새기다
문안을 드리다
문안을 올리다
문안인사를 가다
문안인사를 드리다
문안인사를 오다
문을 단속하다
문을 닫다
문을 두드리다
문의가 빗발치다
문의가 쇄도하다
문전성시를 이루다
문제가 되다
문제가 야기되다
문제가 터지다
문제로 대두되다
문제로 삼다
문제를 꺼내다
문제를 내다
문제를 논하다
문제를 일으키다
문제를 파헤치다
문제를 풀다
문제를 해결하다
문제에 직면하다
문제와 씨름하다
문집을 내다
문책을 당하다
문책을 받다
문체가 유약하다
문체가 힘차다
문초를 받다
문패를 달다
문호를 개방하다
문화가 발달하다
물가가 급등하다
물가가 내리다
물가가 뛰다
물가가 비싸다
물가가 오르다
물가가 올라가다
물가가 치솟다
물가가 폭등하다
물가를 잡다
물감을 들이다
물거품이 일다
물거품처럼 사라지다
물건을 다루다
물결이 일다
물결이 잔잔하다
물결이 출렁이다
물고문을 당하다
물고문을 받다
물구나무를 서다
물기가 있다
물길을 내다
물꼬를 트다
물끄러미 바라보다
물난리가 나다
물난리를 치르다
물동이를 이다
물때가 끼다
물밀듯 들어오다
물방아를 돌리다
물보라를 일으키다
물세례를 받다
물에 불리다
물에 빠지다
물을 건너가다
물을 긷다
물을 대다
물을 들이다
물을 머금다
물을 붓다
물을 퍼붓다
물의를 빚다
물의를 일으키다
물이 들다
물이 붇다
물장구를 치다
물장난을 치다
물정에 밝다
물정에 어둡다
물집이 잡히다
미각을 돋우다
미간을 찌푸리다
미관을 해치다
미궁에 빠지다
미궁으로 빠지다
미끄럼을 타다
미끼로 쓰다
미끼를 물다
미끼에 걸려들다
미끼에 걸리다
미련을 가지다
미련을 남기다
미련을 떨다
미련이 남다
미련이 없다
미련이 있다
미망에서 깨어나다
미모가 뛰어나다
미모가 빼어나다
미모에 매혹되다
미몽에서 깨어나다
미묘한 뉘앙스
미사를 드리다
미사를 올리다
미사일을 발사하다
미소가 떠오르다
미소를 건네다
미소를 띠다
미소를 짓다
미수에 그치다
미스터리를 풀다
미신을 타파하다
미심쩍은 일
미역을 감기다
미역을 감다
미연에 방지하다
미열이 나다
미움을 받다
미움을 사다
미움을 품다
미증유의 사건
미행을 당하다
민심을 잃다
민폐를 끼치다
믿음을 잃다
믿음을 주다
믿음이 가다
밀명을 받다
밀약을 맺다
밑그림을 그리다
밑줄을 치다
밑천을 찾다
밑천이 떨어지다
바글바글 끓다
바닥이 드러나다
바둑을 두다
바들바들 떨다
바람개비가 돌다
바람에 나부끼다
바람에 날리다
바람에 펄럭이다
바람을 넣다
바람을 등지다
바람을 맞다
바람을 맞히다
바람을 쐬다
바람을 일으키다
바람이 거세다
바람이 들다
바람이 불다
바람이 빠지다
바람이 윙윙거리다
바람이 일다
바람이 잦아들다
바람이 휘몰아치다
바리케이드를 치다
바싹 마르다
바싹 쫓다
바이올린을 켜다
바짝 긴장하다
바짝 다가서다
바짝 쫓다
박대를 받다
박박 긁다
박박 문지르다
박박 우기다
박봉을 받다
박살을 내다
박살이 나다
박수가 터지다
박수갈채를 받다
박수를 받다
박수를 치다
박을 타다
박차를 달다
박탈감에 빠지다
박해를 받다
반감을 품다
반갑게 맞다
반격을 받다
반란이 일어나다
반론을 펴다
반론을 펼치다
반말을 쓰다
반발심이 들다
반역을 꾀하다
반열에 들다
반열에 서다
반응을 보이다
반응을 얻다
반작용을 일으키다
반주를 들다
반증을 들다
반지르르하게 바르다
반지를 끼다
반지를 끼우다
반짝반짝 빛나다
반칙을 범하다
반항심이 들다
반향을 불러일으키다
받침을 괴다
발각이 되다
발길을 끊다
발길을 돌리다
발길을 돌이키다
발길이 끊어지다
발동이 걸리다
발뒤꿈치를 들다
발령을 내다
발령을 받다
발령이 나다
발버둥을 치다
발병이 나다
발을 구르다
발을 내디디다
발을 동동 구르다
발을 디디다
발을 맞추다
발을 치다
발을 헛디디다
발이 재다
발이 저리다
발자취를 남기다
발작을 일으키다
발장구를 치다
발전을 이루다
발톱을 깎다
발표가 나다
밤눈이 밝다
밤눈이 어둡다
밤도망을 치다
밤을 새우다
밤을 지새우다
밤이 새다
밤이 이슥하다
밤잠을 설치다
밥맛이 떨어지다
밥술을 놓다
밥을 말다
밥을 비비다
밥줄이 끊어지다
방귀를 뀌다
방그레 웃다
방긋방긋 웃다
방긋이 웃다
방석을 깔다
방송을 타다
방식에 따르다
방식을 취하다
방아로 찧다
방아를 찧다
방안을 강구하다
방울을 달다
방을 잡다
방정을 떨다
방침에 따르다
방침을 세우다
방탕에 빠지다
방해를 놀다
방해를 받다
방향을 바꾸다
방향을 잃다
방향을 취하다
밭을 갈다
밭을 일구다
배가 가라앉다
배가 고프다
배가 꺼지다
배가 뜨다
배가 부르다
배가 불룩하다
배가 출항하다
배가 침몰하다
배급을 타다
배낭을 메다
배드민턴을 치다
배를 곯다
배를 곯리다
배를 띄우다
배배 꼬이다
배불리 먹다
배불리 먹이다
배심원을 선임하다
배웅을 나가다
배짱을 부리다
배짱을 퉁기다
배짱이 두둑하다
배짱이 맞다
배짱이 좋다
배탈이 나다
배포가 크다
배후를 캐다
배후에서 조종하다
백발이 성성하다
백을 쓰다
백태가 끼다
뱅뱅 돌다
버릇을 고치다
버릇을 들이다
버릇이 되다
버릇이 들다
버림을 받다
버섯을 따다
버짐이 피다
버팀목으로 받치다
번개가 치다
번호를 매기다
번화한 도시
벌금을 물다
벌금을 징수하다
벌떡 일어서다
벌렁 드러눕다
벌레가 끓다
벌벌 떨다
벌에 쏘이다
벌을 받다
벌을 서다
벌을 주다
벌컥벌컥 들이키다
벌컥벌컥 마시다
범주에 들다
범주에 속하다
범행을 자백하다
범행을 저지르다
법규를 따르다
법규를 지키다
법랑을 칠하다
법석을 떨다
법식에 따르다
법식에 어긋나다
법에 저촉되다
법에 호소하다
법을 따르다
법을 어기다
법을 위반하다
법을 지키다
법정에 서다
법정에 출두하다
벗을 삼다
베개를 베다
베를 짜다
베일을 쓰다
베틀로 짜다
벨을 울리다
벨이 울리다
벼락을 맞다
벼락이 떨어지다
벼락이 치다
벼슬길에 오르다
벼슬길이 막히다
벼슬에 오르다
벽에 부딪히다
벽을 쌓다
변덕을 부리다
변명을 늘어놓다
변혁을 가져오다
변호를 맡다
변호를 의뢰하다
변화를 가져오다
변화를 겪다
변화를 주다
변화를 하다
별다른 일
별명을 붙이다
별명이 붙다
별이 반짝이다
별이 총총하다
병구완을 받다
병마에 시달리다
병에 걸리다
병역을 필하다
병원에 입원하다
병을 기르다
병을 다스리다
병을 앓다
병을 치료하다
병이 나다
병이 낫다
병이 들다
병이 무겁다
병충해를 입다
병풍을 치다
볕에 쐬다
볕에 쬐다
볕을 쐬다
볕을 쬐다
볕이 들다
보고가 있다
보고를 드리다
보고를 받다
보글보글 끓다
보금자리를 꾸미다
보급을 끊다
보급이 끊어지다
보기를 들다
보도가 나가다
보도가 있다
보도를 보다
보따리를 싸다
보따리를 풀다
보람이 없다
보람이 있다
보리를 갈다
보복을 당하다
보복을 받다
보상금을 받다
보상을 받다
보석금을 내다
보수를 받다
보수를 주다
보장을 받다
보장이 있다
보조개가 지다
보조개가 패다
보조를 맞추다
보조를 받다
보증을 서다
보증을 세우다
보초를 서다
보충수업을 받다
보충식을 주다
보험에 들다
보험을 계약하다
보험을 해약하다
보호를 받다
복권이 맞다
복안이 있다
복을 받다
복을 주다
복을 차다
복이 없다
복잡하게 얽히다
복판에 서다
복판에 있다
본고사를 치르다
본론으로 들어가다
본보기로 삼다
본보기를 보이다
본부를 두다
본분에 어긋나다
본분을 다하다
본사를 두다
본색을 드러내다
본성을 드러내다
본심을 드러내다
본심이 드러나다
본을 뜨다
본을 삼다
본전을 건지다
본전을 빼다
본전을 뽑다
본질을 이루다
볼꼴이 사납다
볼륨을 높이다
볼모로 잡다
볼을 비비다
볼이 미어지다
볼일을 보다
볼일이 있다
봇짐을 지다
봉급을 받다
봉급을 타다
봉변을 당하다
봉쇄를 뚫다
봉쇄를 풀다
봉숭아물을 들이다
봉오리를 맺다
봉인을 떼다
봉인을 뜯다
부귀를 누리다
부근에 있다
부글부글 끓다
부기가 가라앉다
부기가 빠지다
부끄럼을 타다
부담을 걸머지다
부담을 주다
부담을 지다
부덕의 소치
부도가 나다
부도를 내다
부도처리를 하다
부두에 배를 대다
부들부들 떨다
부러움을 사다
부르르 떨다
부릅뜬 눈
부리로 쪼다
부리부리한 눈
부모를 모시다
부상을 당하다
부상을 입다
부상을 입히다
부스럼이 나다
부스스한 머리
부아가 치밀다
부아를 돋우다
부작용을 일으키다
부정을 일소하다
부정을 저지르다
부정을 타다
부정이 만연하다
부정이 있다
부지런을 떨다
부채를 부치다
부채를 접다
부채를 지다
부채를 탕감하다
부채를 펴다
부축을 받다
부침개를 부치다
부탁을 드리다
부탁을 들어주다
부탁을 받다
부탁이 있다
부패가 만연하다
부표를 던지다
부하로 삼다
부하를 거느리다
북새통을 이루다
북을 치다
분규를 일으키다
분노가 들끓다
분노가 치밀다
분노가 치솟다
분노를 가라앉히다
분노를 사다
분노에 차다
분별이 없다
분부를 거행하다
분부를 내리다
분부를 받들다
분석이 나오다
분수를 지키다
분수에 넘치다
분수에 맞다
분에 넘치다
분위기가 있다
분위기를 깨다
분위기를 내다
분위기를 보다
분위기를 잡다
분위기를 풀다
분위기에 빠지다
분유를 먹다
분을 누르다
분을 바르다
분을 풀다
분이 풀리다
분통을 터뜨리다
분통이 터지다
불가능에 가깝다
불가분의 관계
불가피한 사정
불감증에 걸리다
불공을 드리다
불굴의 의지
불길을 잡다
불길이 번지다
불길이 솟다
불길이 잡히다
불길이 치솟다
불꽃이 너울거리다
불꽃이 타오르다
불꽃이 활활 타오르다
불꽃튀는 경쟁
불끈 주먹을 쥐다
불똥이 튀다
불룩 튀어나오다
불만에 차다
불만을 토로하다
불만을 품다
불면증에 걸리다
불벼락을 내리다
불벼락을 맞다
불빛을 내다
불빛을 받다
불신을 받다
불심검문에 걸리다
불쑥 튀어나오다
불안에 떨다
불안에 빠지다
불야성을 이루다
불에 쬐다
불을 끄다
불을 내다
불을 놓다
불을 댕기다
불을 때다
불을 붙이다
불을 뿜다
불을 잡다
불을 지르다
불을 지피다
불을 쬐다
불을 켜다
불을 피우다
불이 꺼지다
불이 나다
불이 붙다
불이 켜지다
불치의 병
불침번을 서다
불쾌감을 주다
불티나게 팔리다
불편을 끼치다
불편을 주다
불편이 있다
불평을 그치다
불평을 늘어놓다
불행을 당하다
불협화음이 있다
불호령이 떨어지다
불후의 명작
붐을 이루다
붐을 타다
붐이 일다
붕당을 이루다
붕대를 감다
붕대를 풀다
브레이크를 걸다
브레이크를 밟다
블라인드를 내리다
블라인드를 올리다
블라인드를 치다
비가 개다
비가 내리다
비가 멎다
비가 쏟아지다
비가 오다
비가 퍼붓다
비결이 있다
비극을 당하다
