오류	((ㅇㅡㄹ)|(ㄹㅡㄹ))\sㅍㅣ(?!ㅇㅜ){2}	$1 ㅍㅣㅇㅜ$2	담배를 피다. '피다'는 자동사로 목적어가 있을 때는 '피우다'로 써야 합니다.
오류	ㅇㅏㄶㄷㅚ([\s.,!?~;])	ㅇㅏㄴㄷㅙ$1	않되로 문장이 끝나면 안됩니다. 않은 안하의 준말이어서 않되는 안하되를 의미하며 문장이 이상해 집니다.\n또한 되는 어간으로 어미와 결합해서 사용되어야 합니다. 되가 아닌 되어(돼)나 됨, 됬어와 같이 쓰시기 바랍니다.
오류	ㅇㅏㄶㅎ([ㅏㅐ])	ㅇㅏㄴㄴㅎ$1	않'은 '안하'의 준말입니다. '않했다'는 '안하하였다' 이므로 '하'가 중복됩니다. 따라서 '않'이 아니라 '안'이 들어가야 합니다.
오류	ㅇㅏㄶㄷㅚ	ㅇㅏㄴㄷㅚ	않'은 '안하'의 준말입니다. '않되~'는 '안하되~' 이므로 어색합니다. 따라서 '않'이 아니라 '안'이 들어가야 합니다.
오류	ㅇㅏㄶㄷㅙ	ㅇㅏㄶㄷㅙ	않'은 '안하'의 준말입니다. '않돼~'는 '안하돼~' 이므로 어색합니다. 따라서 '않'이 아니라 '안'이 들어가야 합니다.
